transaction_id,transaction_date,store_id,product_id,customer_id,is_guest,quantity,unit_price,extended_amount,total_amount,discount_amount,has_discount,is_return
TXN10006,2026-05-05,S008,P007,CUST0036,False,2,104.92,209.84,209.84,0.0,False,False
TXN10257,2026-03-29,S011,P014,CUST0148,False,1,27.98,27.98,27.98,0.0,False,False
TXN10378,2026-05-27,S005,P001,CUST0150,False,4,157.39,629.56,629.56,0.0,False,False
TXN10206,2026-05-09,S010,P023,GUEST,True,4,108.28,433.12,433.12,0.0,False,False
TXN10058,2026-05-12,S003,P020,CUST0001,False,5,26.47,132.35,132.35,0.0,False,False
TXN10052,2026-03-31,S005,P005,CUST0069,False,2,141.61,283.22,283.22,0.0,False,False
TXN10383,2026-05-21,S006,P003,CUST0285,False,5,134.2,671.0,671.0,0.0,False,False
TXN10061,2026-03-26,S014,P016,CUST0017,False,5,24.52,122.6,122.6,0.0,False,False
TXN10016,2026-05-25,S011,P019,CUST0051,False,5,193.38,966.9,966.9,0.0,False,False
TXN10341,2026-04-20,S015,P019,CUST0260,False,5,193.38,966.9,966.9,0.0,False,False
TXN10280,2026-04-28,S007,P028,CUST0290,False,3,69.62,208.86,208.86,0.0,False,False
TXN10258,2026-03-23,S008,P030,CUST0202,False,1,76.48,76.48,76.48,0.0,False,False
TXN10319,2026-05-06,S009,P013,CUST0007,False,2,37.22,74.44,74.44,0.0,False,False
TXN10172,2026-05-07,S003,P018,CUST0007,False,1,107.56,107.56,107.56,0.0,False,False
TXN10326,2026-05-13,S014,P011,CUST0118,False,3,224.93,674.79,674.79,0.0,False,False
TXN10023,2026-05-22,S002,P017,CUST0160,False,3,126.96,380.88,380.88,0.0,False,False
TXN10312,2026-03-19,S005,P020,CUST0113,False,2,26.47,52.94,52.94,0.0,False,False
TXN10092,2026-04-21,S001,P009,CUST0196,False,3,67.73,203.19,203.19,0.0,False,False
TXN10440,2026-03-24,S014,P028,CUST0146,False,5,69.62,348.1,348.1,0.0,False,False
TXN10049,2026-04-14,S009,P005,CUST0264,False,5,141.61,708.05,708.05,0.0,False,False
TXN10218,2026-03-06,S001,P029,GUEST,True,1,155.01,155.01,155.01,0.0,False,False
TXN10048,2026-04-24,S001,P028,CUST0158,False,5,69.62,348.1,348.1,0.0,False,False
TXN10198,2026-04-30,S002,P003,CUST0237,False,3,134.2,402.6,402.6,0.0,False,False
TXN10411,2026-04-04,S014,P011,CUST0049,False,5,224.93,1124.65,1124.65,0.0,False,False
TXN10355,2026-05-17,S001,P001,CUST0204,False,1,157.39,157.39,157.39,0.0,False,False
TXN10409,2026-04-02,S003,P025,CUST0226,False,3,140.26,420.78,420.78,0.0,False,False
TXN10444,2026-04-27,S010,P028,CUST0042,False,1,69.62,69.62,69.62,0.0,False,False
TXN10402,2026-04-22,S010,P027,CUST0124,False,5,195.34,976.7,976.7,0.0,False,False
TXN10113,2026-05-15,S011,P002,CUST0076,False,3,147.38,442.14,374.49,67.65,True,False
TXN10344,2026-03-22,S003,P027,CUST0186,False,1,195.34,195.34,195.34,0.0,False,False
TXN10133,2026-03-10,S001,P015,CUST0103,False,5,245.84,1229.2,1229.2,0.0,False,False
TXN10292,2026-03-08,S003,P017,CUST0271,False,1,126.96,126.96,126.96,0.0,False,False
TXN10259,2026-03-23,S009,P013,CUST0090,False,5,37.22,186.1,186.1,0.0,False,False
TXN10406,2026-05-19,S007,P028,CUST0262,False,4,69.62,278.48,278.48,0.0,False,False
TXN10212,2026-05-18,S006,P016,GUEST,True,4,24.52,98.08,98.08,0.0,False,False
TXN10337,2026-05-11,S007,P010,CUST0044,False,3,237.08,711.24,711.24,0.0,False,False
TXN10051,2026-04-14,S003,P024,CUST0224,False,2,196.2,392.4,392.4,0.0,False,False
TXN20003,2026-05-27,S012,P002,CUST0247,False,-3,147.38,-442.14,-442.14,0.0,False,True
TXN10458,2026-05-13,S010,P013,CUST0275,False,3,37.22,111.66,111.66,0.0,False,False
TXN10082,2026-04-12,S002,P003,CUST0028,False,1,134.2,134.2,134.2,0.0,False,False
TXN20021,2026-03-21,S008,P011,CUST0286,False,-1,224.93,-224.93,-224.93,0.0,False,True
TXN10003,2026-05-13,S008,P017,CUST0278,False,5,126.96,634.8,634.8,0.0,False,False
TXN10196,2026-05-13,S006,P025,CUST0052,False,2,140.26,280.52,280.52,0.0,False,False
TXN10014,2026-04-26,S008,P025,CUST0047,False,1,140.26,140.26,140.26,0.0,False,False
TXN10170,2026-05-18,S005,P024,CUST0266,False,3,196.2,588.6,588.6,0.0,False,False
TXN20010,2026-04-06,S002,P023,CUST0101,False,-5,108.28,-541.4,-541.4,0.0,False,True
TXN10040,2026-04-30,S014,P018,CUST0255,False,3,107.56,322.68,322.68,0.0,False,False
TXN10234,2026-03-18,S001,P027,GUEST,True,1,195.34,195.34,195.34,0.0,False,False
TXN10042,2026-04-26,S005,P024,CUST0116,False,3,196.2,588.6,588.6,0.0,False,False
TXN20015,2026-04-18,S005,P003,CUST0289,False,-1,134.2,-134.2,-134.2,0.0,False,True
TXN10364,2026-04-17,S015,P019,CUST0247,False,4,193.38,773.52,773.52,0.0,False,False
TXN10331,2026-04-11,S015,P005,CUST0029,False,1,141.61,141.61,141.61,0.0,False,False
TXN10127,2026-03-16,S002,P016,CUST0126,False,3,24.52,73.56,73.56,0.0,False,False
TXN10201,2026-04-24,S015,P008,GUEST,True,2,12.81,25.62,25.62,0.0,False,False
TXN20008,2026-04-15,S003,P017,CUST0212,False,-2,126.96,-253.92,-253.92,0.0,False,True
TXN10144,2026-03-17,S015,P030,CUST0097,False,2,76.48,152.96,152.96,0.0,False,False
TXN20024,2026-05-27,S006,P006,CUST0180,False,-5,242.36,-1211.8,-1211.8,0.0,False,True
TXN10128,2026-04-08,S006,P022,CUST0145,False,5,216.88,1084.4,1084.4,0.0,False,False
TXN10088,2026-04-09,S006,P028,CUST0199,False,3,69.62,208.86,208.86,0.0,False,False
TXN10329,2026-03-14,S009,P021,CUST0198,False,2,129.12,258.24,258.24,0.0,False,False
TXN10105,2026-03-23,S008,P015,CUST0263,False,1,245.84,245.84,207.24,38.6,True,False
TXN10249,2026-03-07,S013,P008,CUST0233,False,3,12.81,38.43,38.43,0.0,False,False
TXN10066,2026-04-24,S008,P026,CUST0039,False,2,54.13,108.26,108.26,0.0,False,False
TXN10428,2026-05-26,S006,P001,CUST0135,False,4,157.39,629.56,629.56,0.0,False,False
TXN10184,2026-05-04,S011,P010,CUST0085,False,1,237.08,237.08,237.08,0.0,False,False
TXN10230,2026-03-09,S009,P015,GUEST,True,4,245.84,983.36,983.36,0.0,False,False
TXN10296,2026-05-06,S002,P013,CUST0255,False,1,37.22,37.22,37.22,0.0,False,False
TXN10071,2026-05-21,S007,P017,CUST0239,False,5,126.96,634.8,634.8,0.0,False,False
TXN10150,2026-03-31,S009,P020,CUST0226,False,3,26.47,79.41,79.41,0.0,False,False
TXN10021,2026-03-08,S007,P015,CUST0170,False,4,245.84,983.36,983.36,0.0,False,False
TXN10392,2026-03-18,S014,P006,CUST0255,False,3,242.36,727.08,727.08,0.0,False,False
TXN10287,2026-05-26,S006,P028,CUST0019,False,3,69.62,208.86,208.86,0.0,False,False
TXN10077,2026-04-20,S010,P003,CUST0024,False,5,134.2,671.0,671.0,0.0,False,False
TXN10219,2026-03-15,S007,P004,GUEST,True,5,10.53,52.65,52.65,0.0,False,False
TXN10448,2026-04-17,S013,P028,CUST0144,False,3,69.62,208.86,208.86,0.0,False,False
TXN10101,2026-04-01,S010,P018,CUST0081,False,4,107.56,430.24,354.52,75.72,True,False
TXN10237,2026-05-26,S015,P026,GUEST,True,2,54.13,108.26,108.26,0.0,False,False
TXN10050,2026-04-16,S003,P011,CUST0267,False,1,224.93,224.93,224.93,0.0,False,False
TXN10311,2026-03-23,S013,P023,CUST0154,False,3,108.28,324.84,324.84,0.0,False,False
TXN10434,2026-05-27,S004,P029,CUST0186,False,5,155.01,775.05,775.05,0.0,False,False
TXN10268,2026-05-11,S011,P012,CUST0128,False,2,123.17,246.34,246.34,0.0,False,False
TXN10217,2026-04-27,S010,P008,GUEST,True,2,12.81,25.62,25.62,0.0,False,False
TXN20026,2026-05-27,S015,P005,CUST0247,False,-2,141.61,-283.22,-283.22,0.0,False,True
TXN10452,2026-04-28,S009,P024,CUST0047,False,2,196.2,392.4,392.4,0.0,False,False
TXN10207,2026-03-29,S010,P025,GUEST,True,2,140.26,280.52,280.52,0.0,False,False
TXN10247,2026-05-29,S012,P011,CUST0283,False,2,224.93,449.86,449.86,0.0,False,False
TXN10177,2026-03-24,S006,P027,CUST0155,False,2,195.34,390.68,390.68,0.0,False,False
TXN10119,2026-05-20,S009,P012,CUST0166,False,5,123.17,615.85,512.39,103.46,True,False
TXN10015,2026-03-24,S011,P021,CUST0217,False,5,129.12,645.6,645.6,0.0,False,False
TXN10260,2026-05-25,S014,P001,CUST0058,False,4,157.39,629.56,629.56,0.0,False,False
TXN10148,2026-05-16,S010,P004,CUST0025,False,5,10.53,52.65,52.65,0.0,False,False
TXN10345,2026-03-13,S011,P007,CUST0215,False,1,104.92,104.92,104.92,0.0,False,False
TXN10068,2026-05-27,S012,P002,CUST0247,False,3,147.38,442.14,442.14,0.0,False,False
TXN10195,2026-05-15,S014,P025,CUST0198,False,2,140.26,280.52,280.52,0.0,False,False
TXN10333,2026-04-15,S006,P019,CUST0182,False,1,193.38,193.38,193.38,0.0,False,False
TXN10304,2026-03-05,S004,P015,CUST0293,False,5,245.84,1229.2,1229.2,0.0,False,False
TXN10358,2026-05-28,S004,P027,CUST0142,False,5,195.34,976.7,976.7,0.0,False,False
TXN10340,2026-03-12,S012,P004,CUST0219,False,5,10.53,52.65,52.65,0.0,False,False
TXN10096,2026-05-22,S015,P008,CUST0042,False,3,12.81,38.43,38.43,0.0,False,False
TXN10072,2026-04-22,S001,P010,CUST0202,False,4,237.08,948.32,948.32,0.0,False,False
TXN10401,2026-03-13,S002,P005,CUST0104,False,5,141.61,708.05,708.05,0.0,False,False
TXN10334,2026-03-17,S009,P017,CUST0240,False,1,126.96,126.96,126.96,0.0,False,False
TXN10086,2026-03-21,S008,P011,CUST0286,False,1,224.93,224.93,224.93,0.0,False,False
TXN10238,2026-05-25,S001,P021,GUEST,True,5,129.12,645.6,645.6,0.0,False,False
TXN10271,2026-04-12,S008,P012,CUST0016,False,1,123.17,123.17,123.17,0.0,False,False
TXN10245,2026-03-17,S009,P005,CUST0248,False,3,141.61,424.83,424.83,0.0,False,False
TXN10420,2026-04-06,S014,P003,CUST0134,False,5,134.2,671.0,671.0,0.0,False,False
TXN20014,2026-05-25,S011,P014,CUST0113,False,-5,27.98,-139.9,-139.9,0.0,False,True
TXN10192,2026-04-13,S011,P016,CUST0109,False,1,24.52,24.52,24.52,0.0,False,False
TXN10070,2026-05-05,S015,P015,CUST0288,False,2,245.84,491.68,491.68,0.0,False,False
TXN10191,2026-05-23,S008,P005,CUST0073,False,1,141.61,141.61,141.61,0.0,False,False
TXN10422,2026-05-28,S005,P010,CUST0168,False,3,237.08,711.24,711.24,0.0,False,False
TXN10186,2026-06-01,S002,P001,CUST0164,False,1,157.39,157.39,157.39,0.0,False,False
TXN10393,2026-04-09,S003,P010,CUST0102,False,4,237.08,948.32,948.32,0.0,False,False
TXN10225,2026-03-29,S014,P025,GUEST,True,2,140.26,280.52,280.52,0.0,False,False
TXN10081,2026-05-25,S007,P030,CUST0236,False,2,76.48,152.96,152.96,0.0,False,False
TXN10305,2026-03-13,S001,P022,CUST0001,False,3,216.88,650.64,650.64,0.0,False,False
TXN10321,2026-05-27,S009,P003,CUST0286,False,1,134.2,134.2,134.2,0.0,False,False
TXN20018,2026-05-29,S003,P011,CUST0293,False,-4,224.93,-899.72,-899.72,0.0,False,True
TXN10290,2026-05-18,S009,P024,CUST0213,False,4,196.2,784.8,784.8,0.0,False,False
TXN10266,2026-04-09,S001,P007,CUST0109,False,2,104.92,209.84,209.84,0.0,False,False
TXN10176,2026-03-12,S013,P018,CUST0084,False,2,107.56,215.12,215.12,0.0,False,False
TXN10180,2026-05-13,S002,P005,CUST0281,False,5,141.61,708.05,708.05,0.0,False,False
TXN10386,2026-05-14,S002,P030,CUST0133,False,2,76.48,152.96,152.96,0.0,False,False
TXN10412,2026-05-02,S014,P002,CUST0260,False,4,147.38,589.52,589.52,0.0,False,False
TXN20022,2026-05-18,S006,P003,CUST0133,False,-5,134.2,-671.0,-671.0,0.0,False,True
TXN10174,2026-05-03,S005,P030,CUST0088,False,1,76.48,76.48,76.48,0.0,False,False
TXN20005,2026-05-05,S015,P015,CUST0288,False,-2,245.84,-491.68,-491.68,0.0,False,True
TXN10030,2026-05-07,S005,P023,CUST0244,False,2,108.28,216.56,216.56,0.0,False,False
TXN10389,2026-04-04,S001,P027,CUST0003,False,4,195.34,781.36,781.36,0.0,False,False
TXN10429,2026-04-08,S004,P030,CUST0178,False,1,76.48,76.48,76.48,0.0,False,False
TXN20028,2026-05-03,S008,P008,CUST0028,False,-3,12.81,-38.43,-38.43,0.0,False,True
TXN10076,2026-03-12,S008,P008,CUST0291,False,3,12.81,38.43,38.43,0.0,False,False
TXN10112,2026-06-01,S003,P022,CUST0179,False,3,216.88,650.64,584.27,66.37,True,False
TXN10374,2026-05-30,S010,P023,CUST0238,False,1,108.28,108.28,108.28,0.0,False,False
TXN20011,2026-03-12,S008,P008,CUST0291,False,-3,12.81,-38.43,-38.43,0.0,False,True
TXN10285,2026-03-15,S014,P020,CUST0170,False,5,26.47,132.35,132.35,0.0,False,False
TXN10397,2026-05-31,S012,P006,CUST0213,False,4,242.36,969.44,969.44,0.0,False,False
TXN10017,2026-04-06,S005,P029,CUST0038,False,5,155.01,775.05,775.05,0.0,False,False
TXN10141,2026-05-13,S001,P006,CUST0081,False,1,242.36,242.36,242.36,0.0,False,False
TXN10115,2026-05-05,S008,P011,CUST0129,False,1,224.93,224.93,196.59,28.34,True,False
TXN10342,2026-05-12,S006,P002,CUST0198,False,1,147.38,147.38,147.38,0.0,False,False
TXN10352,2026-04-11,S015,P030,CUST0161,False,5,76.48,382.4,382.4,0.0,False,False
TXN10405,2026-05-27,S001,P027,CUST0158,False,3,195.34,586.02,586.02,0.0,False,False
TXN10274,2026-03-25,S001,P003,CUST0069,False,1,134.2,134.2,134.2,0.0,False,False
TXN10136,2026-03-18,S003,P015,CUST0034,False,3,245.84,737.52,737.52,0.0,False,False
TXN10205,2026-04-14,S002,P030,GUEST,True,1,76.48,76.48,76.48,0.0,False,False
TXN10106,2026-03-26,S004,P012,CUST0057,False,3,123.17,369.51,333.67,35.84,True,False
TXN10109,2026-05-08,S002,P012,CUST0078,False,2,123.17,246.34,223.18,23.16,True,False
TXN10298,2026-05-16,S014,P010,CUST0115,False,5,237.08,1185.4,1185.4,0.0,False,False
TXN10139,2026-04-10,S010,P018,CUST0240,False,2,107.56,215.12,215.12,0.0,False,False
TXN20002,2026-05-27,S010,P007,CUST0298,False,-2,104.92,-209.84,-209.84,0.0,False,True
TXN10149,2026-03-14,S002,P002,CUST0163,False,4,147.38,589.52,589.52,0.0,False,False
TXN10362,2026-03-16,S004,P017,CUST0178,False,5,126.96,634.8,634.8,0.0,False,False
TXN10367,2026-04-20,S002,P024,CUST0118,False,5,196.2,981.0,981.0,0.0,False,False
TXN10313,2026-05-08,S008,P016,CUST0129,False,1,24.52,24.52,24.52,0.0,False,False
TXN10368,2026-05-15,S010,P010,CUST0009,False,5,237.08,1185.4,1185.4,0.0,False,False
TXN10162,2026-05-06,S005,P026,CUST0251,False,4,54.13,216.52,216.52,0.0,False,False
TXN10194,2026-04-14,S005,P030,CUST0055,False,2,76.48,152.96,152.96,0.0,False,False
TXN10349,2026-03-27,S006,P020,CUST0085,False,4,26.47,105.88,105.88,0.0,False,False
TXN10357,2026-04-30,S013,P007,CUST0226,False,3,104.92,314.76,314.76,0.0,False,False
TXN10306,2026-05-04,S009,P008,CUST0253,False,2,12.81,25.62,25.62,0.0,False,False
TXN10188,2026-04-20,S013,P005,CUST0038,False,2,141.61,283.22,283.22,0.0,False,False
TXN10269,2026-05-09,S008,P027,CUST0248,False,4,195.34,781.36,781.36,0.0,False,False
TXN10098,2026-03-25,S005,P012,CUST0221,False,2,123.17,246.34,246.34,0.0,False,False
TXN10336,2026-05-25,S003,P030,CUST0278,False,5,76.48,382.4,382.4,0.0,False,False
TXN10046,2026-05-31,S001,P009,CUST0209,False,1,67.73,67.73,67.73,0.0,False,False
TXN10108,2026-04-23,S015,P028,CUST0276,False,3,69.62,208.86,196.75,12.11,True,False
TXN10163,2026-03-10,S011,P004,CUST0115,False,3,10.53,31.59,31.59,0.0,False,False
TXN10286,2026-05-01,S015,P002,CUST0154,False,2,147.38,294.76,294.76,0.0,False,False
TXN10220,2026-04-25,S011,P007,GUEST,True,3,104.92,314.76,314.76,0.0,False,False
TXN10243,2026-04-20,S002,P024,CUST0067,False,1,196.2,196.2,196.2,0.0,False,False
TXN10303,2026-03-08,S009,P028,CUST0221,False,3,69.62,208.86,208.86,0.0,False,False
TXN10376,2026-05-21,S014,P021,CUST0180,False,3,129.12,387.36,387.36,0.0,False,False
TXN10445,2026-03-21,S010,P021,CUST0273,False,2,129.12,258.24,258.24,0.0,False,False
TXN10419,2026-03-17,S008,P002,CUST0211,False,4,147.38,589.52,589.52,0.0,False,False
TXN10129,2026-05-29,S002,P021,CUST0002,False,1,129.12,129.12,129.12,0.0,False,False
TXN20006,2026-05-21,S007,P017,CUST0239,False,-5,126.96,-634.8,-634.8,0.0,False,True
TXN10085,2026-05-04,S004,P004,CUST0291,False,3,10.53,31.59,31.59,0.0,False,False
TXN20007,2026-04-22,S001,P010,CUST0202,False,-4,237.08,-948.32,-948.32,0.0,False,True
TXN10443,2026-03-13,S011,P015,CUST0138,False,5,245.84,1229.2,1229.2,0.0,False,False
TXN10079,2026-05-25,S011,P014,CUST0113,False,5,27.98,139.9,139.9,0.0,False,False
TXN10248,2026-05-23,S008,P008,CUST0020,False,2,12.81,25.62,25.62,0.0,False,False
TXN10382,2026-05-05,S011,P019,CUST0273,False,1,193.38,193.38,193.38,0.0,False,False
TXN10413,2026-05-22,S003,P018,CUST0114,False,2,107.56,215.12,215.12,0.0,False,False
TXN10400,2026-04-03,S014,P004,CUST0179,False,2,10.53,21.06,21.06,0.0,False,False
TXN10199,2026-03-22,S013,P005,CUST0037,False,5,141.61,708.05,708.05,0.0,False,False
TXN10396,2026-04-04,S005,P030,CUST0130,False,1,76.48,76.48,76.48,0.0,False,False
TXN10019,2026-03-20,S007,P012,CUST0098,False,1,123.17,123.17,123.17,0.0,False,False
TXN10324,2026-05-03,S002,P022,CUST0108,False,2,216.88,433.76,433.76,0.0,False,False
TXN10043,2026-03-07,S010,P014,CUST0125,False,1,27.98,27.98,27.98,0.0,False,False
TXN10123,2026-05-21,S012,P006,CUST0119,False,2,242.36,484.72,484.72,0.0,False,False
